Date,Open,High,Low,Close,Adj Close,Volume
2001-10-31,48.437500,48.437500,44.265598,45.535900,2.368763,42182720
2001-11-01,45.843800,46.718800,45.391399,46.012501,2.393555,23444416
2001-11-02,48.437500,48.437500,44.578098,45.179699,2.350233,31260096
2001-11-05,45.157799,45.515598,44.000000,44.678101,2.324140,17118016
2001-11-06,45.609402,46.687500,45.607800,46.085201,2.397337,16752704
2001-11-07,46.562500,46.840599,43.784401,44.116402,2.294921,20678400
2001-11-08,44.296902,45.625000,43.984402,44.950802,2.338326,17391936
2001-11-09,45.703098,46.171902,45.089100,45.768700,2.380873,12394304
2001-11-12,46.093800,46.703098,45.423401,46.452301,2.416433,8244544
2001-11-13,46.250000,46.406200,45.031200,45.294498,2.356205,13721088
2001-11-14,46.890598,46.890598,45.785900,46.192200,2.402903,4498496
2001-11-15,46.390598,50.810902,46.343800,50.810902,2.643167,41126272
2001-11-16,null,null,null,null,null,null
2001-11-19,51.580502,55.891399,51.171902,55.891399,2.907453,22908800
2001-11-20,56.250000,57.781200,54.141399,56.416401,2.934763,41402688
2001-11-21,55.953098,55.953098,53.755501,55.004700,2.861327,26252544
2001-11-22,54.984402,56.755501,53.892200,54.252300,2.822188,21470784
2001-11-23,54.656200,56.234402,54.078098,55.582802,2.891400,17685824
2001-11-26,56.859402,61.140598,56.562500,61.096100,3.178198,33406144
2001-11-27,63.671902,64.214104,58.593800,58.859402,3.061846,37602432
2001-11-28,60.937500,60.937500,58.052299,59.794498,3.110491,24706752
2001-11-29,58.671902,61.843800,58.296902,60.874199,3.166656,35724992
2001-11-30,null,null,null,null,null,null
2001-12-03,58.781200,60.859402,58.781200,59.453098,3.092731,21419968
2001-12-04,59.843800,63.281200,59.296902,62.424999,3.247328,23947264
2001-12-05,64.546898,67.109398,64.062500,66.559402,3.462397,29419840
2001-12-06,68.750000,73.214798,68.203102,70.495300,3.667143,51243264
2001-12-07,71.406197,72.187500,69.609398,71.097702,3.698480,23457920
2001-12-10,71.875000,71.875000,68.296898,68.724197,3.575011,18949120
2001-12-11,68.125000,69.531197,65.484398,65.832001,3.424559,23263680
2001-12-12,67.015602,69.515602,66.859398,68.912498,3.584805,21704512
2001-12-13,69.187500,69.671898,64.062500,67.137497,3.492470,26203008
2001-12-14,65.625000,65.984398,64.484398,65.089798,3.385950,14753024
2001-12-17,null,null,null,null,null,null
2001-12-18,65.546898,67.186699,64.250000,65.931999,3.429761,20381248
2001-12-19,65.432800,65.656197,61.351601,62.060200,3.228351,21310336
2001-12-20,61.750000,64.995300,60.953098,64.514099,3.356002,25656768
2001-12-21,63.662498,63.674999,61.203098,62.078098,3.229283,21466048
2001-12-24,61.109402,64.062500,60.937500,63.435200,3.299879,13347584
2001-12-25,null,null,null,null,null,null
2001-12-26,63.296902,65.078102,61.113300,61.473400,3.197826,22283712
2001-12-27,60.390598,62.250000,60.000000,61.222698,3.184785,21816256
2001-12-28,60.781200,63.500000,59.296902,63.115601,3.283253,37688064
2001-12-31,63.281200,65.154701,63.125000,63.650002,3.311052,22584896
2002-01-01,63.671902,66.834396,62.524200,62.882000,3.271101,34270400
2002-01-02,63.046902,64.890602,62.239101,63.143002,3.284678,27885888
2002-01-03,64.053902,67.581299,63.671902,67.120300,3.491577,36332928
2002-01-04,68.359398,70.625000,68.359398,70.063301,3.644669,35547968
2002-01-07,71.250000,73.824997,71.015602,73.246101,3.810239,31854720
2002-01-08,74.218803,75.781197,72.390602,75.390602,3.921794,35480704
2002-01-09,75.956299,75.956299,68.515602,69.230499,3.601349,33721728
2002-01-10,69.140602,69.140602,65.437500,66.471901,3.457847,46841088
2002-01-11,64.312500,64.687500,59.825001,61.804699,3.215060,43198272
2002-01-14,62.500000,64.843803,62.344501,62.717999,3.262570,23104064
2002-01-15,64.062500,64.062500,60.046902,60.453098,3.144751,27069120
2002-01-16,61.718800,62.468800,60.001598,60.538300,3.149183,36854592
2002-01-17,58.593800,65.156197,57.989799,64.372704,3.348646,38372160
2002-01-18,65.078102,65.546898,61.111698,61.648399,3.206930,26634880
2002-01-21,60.564800,62.265598,59.843800,61.375000,3.192708,21303360
2002-01-22,61.484402,63.145302,61.281200,62.288300,3.240218,29918400
2002-01-23,62.031200,62.187500,60.203098,60.683601,3.156741,19152192
2002-01-24,61.285198,61.593800,60.156200,60.310200,3.137316,16558400
2002-01-25,60.937500,60.937500,59.399200,59.798401,3.110694,21045440
2002-01-28,60.046902,61.312500,58.671902,58.957001,3.066925,17521280
2002-01-29,59.562500,60.437500,58.593800,58.861698,3.061967,19433024
2002-01-30,57.812500,58.203098,56.757801,57.332001,2.982392,25530880
2002-01-31,58.562500,61.265598,58.125000,60.771099,3.161293,32490816
2002-02-01,61.718800,62.187500,58.906200,59.450802,3.092611,23593152
2002-02-04,59.328098,59.562500,57.551601,57.948399,3.014457,19335616
2002-02-05,57.203098,59.125000,56.953098,58.623402,3.049571,15937536
2002-02-06,58.984402,61.718800,58.676601,61.321899,3.189945,17585600
2002-02-07,61.718800,62.171902,57.031200,57.295300,2.980483,41230528
2002-02-08,57.812500,59.625000,57.421902,57.661701,2.999542,21813504
2002-02-11,58.281200,59.828098,58.125801,58.367199,3.036242,17605248
2002-02-12,58.750000,59.546902,58.175800,58.730499,3.055141,14214784
2002-02-13,59.294498,60.390598,58.769501,59.221100,3.080662,22473088
2002-02-14,60.171902,61.078098,59.468800,59.912498,3.116628,12962944
2002-02-15,59.671902,60.546902,59.614799,59.996101,3.120978,14517120
2002-02-18,60.125000,60.125000,57.890598,58.285198,3.031977,15217664
2002-02-19,58.765598,59.187500,57.546902,57.842201,3.008933,18854016
2002-02-20,57.828098,57.828098,56.718800,57.042198,2.967316,14633216
2002-02-21,57.343800,58.453098,56.946899,57.181301,2.974553,17951232
2002-02-22,56.875000,58.312500,56.421902,58.080502,3.021329,15201024
2002-02-25,57.500000,58.890598,57.375801,58.555500,3.046037,12890304
2002-02-26,58.593800,60.203098,58.593800,60.071098,3.124878,17193024
2002-02-27,60.260201,60.937500,59.375000,59.903099,3.116139,17148032
2002-02-28,59.218800,60.093800,54.531200,55.160198,2.869416,26108096
2002-03-01,54.687500,57.031200,54.565601,56.293800,2.928385,13506752
2002-03-04,57.421902,58.710899,56.632801,56.996101,2.964918,17217216
2002-03-05,62.500000,62.500000,58.125000,59.957001,3.118943,31740288
2002-03-06,60.015598,62.015598,59.141399,61.440601,3.196121,30558976
2002-03-07,61.439098,65.224998,61.439098,64.586700,3.359779,36526720
2002-03-08,64.843803,66.375000,63.390598,66.027298,3.434718,32023872
2002-03-11,67.109398,67.250000,64.552299,66.258598,3.446751,37141696
2002-03-12,66.015602,66.484398,64.640602,65.487503,3.406639,33415680
2002-03-13,64.609398,65.062500,62.998402,63.285198,3.292075,29307072
2002-03-14,62.500000,64.046898,62.500000,63.189098,3.287076,20317696
2002-03-15,63.109402,63.984402,61.908600,62.585899,3.255699,26917056
2002-03-18,63.218800,63.421902,61.921902,62.339802,3.242896,15758784
2002-03-19,62.484402,62.796902,61.231300,61.621101,3.205509,21547072
2002-03-20,61.859402,62.250000,60.656200,61.022701,3.174382,18832832
2002-03-21,60.343800,60.781200,59.457802,59.670300,3.104029,8990912
2002-03-22,60.062500,61.015598,59.468800,59.855499,3.113664,17590848
2002-03-25,null,null,null,null,null,null
2002-03-26,60.171902,60.171902,56.972698,57.342201,2.982922,17460288
2002-03-27,57.687500,58.200802,57.343800,57.534401,2.992920,14253504
2002-03-28,57.890598,59.873402,57.625000,58.366402,3.036201,25750592
2002-03-29,null,null,null,null,null,null
2002-04-01,59.000000,59.062500,55.173401,55.591400,2.891847,21092736
2002-04-02,55.484402,56.703098,55.250801,55.634399,2.894083,19792704
2002-04-03,55.062500,55.468800,54.622700,55.003899,2.861285,11978560
2002-04-04,55.015598,57.381199,55.015598,57.063301,2.968415,19914816
2002-04-05,57.421902,58.000000,56.328098,56.668800,2.947893,13023488
2002-04-08,57.187500,57.812500,56.437500,56.609402,2.944802,10097024
2002-04-09,56.328098,56.703098,54.875000,56.299198,2.928666,22990528
2002-04-10,56.075001,59.375000,55.453098,58.983601,3.068308,28397056
2002-04-11,60.140598,60.937500,59.375000,60.725800,3.158937,24076864
2002-04-12,60.125000,61.718800,59.375000,60.691399,3.157146,16045632
2002-04-15,61.250000,61.328098,59.375000,59.493801,3.094848,11101184
2002-04-16,59.750000,60.156200,58.878899,59.529701,3.096715,12538560
2002-04-17,60.531200,62.250000,60.343800,61.858601,3.217864,22665600
2002-04-18,62.109402,62.453098,61.093800,61.931999,3.221682,10190720
2002-04-19,62.031200,62.062500,59.687500,60.167198,3.129879,12173440
2002-04-22,59.921902,62.031200,59.001598,61.695301,3.209370,14404096
2002-04-23,60.937500,61.718800,60.032799,61.351601,3.191490,15116544
2002-04-24,60.921902,61.464100,60.173401,60.592201,3.151986,8536320
2002-04-25,60.921902,61.640598,58.828098,59.222698,3.080745,9764928
2002-04-26,59.687500,59.968800,58.970299,59.574200,3.099030,8041600
2002-04-29,58.908600,59.359402,56.580502,56.777302,2.953537,13500928
2002-04-30,57.028099,58.203098,56.562500,57.648399,2.998851,10915648
2002-05-01,null,null,null,null,null,null
2002-05-02,58.359402,59.000000,58.125000,58.599998,3.048352,10248768
2002-05-03,58.203098,59.140598,57.924999,58.698399,3.053472,5484864
2002-05-06,58.562500,58.671902,57.890598,58.236698,3.029454,7087680
2002-05-07,57.652302,58.406200,57.187500,58.217201,3.028441,6368192
2002-05-08,58.593800,59.687500,58.578098,59.542198,3.097366,10071488
2002-05-09,61.724998,64.062500,59.375000,59.839100,3.112810,9134080
2002-05-10,59.375000,59.984402,58.687500,59.663300,3.103665,6713024
2002-05-13,59.218800,60.171902,58.923401,59.875801,3.114720,3898880
2002-05-14,60.625000,60.781200,59.062500,59.857800,3.113783,8121280
2002-05-15,60.078098,61.451599,59.562500,60.604698,3.152636,16399552
2002-05-16,60.390598,60.828098,59.159401,59.551601,3.097855,9649664
2002-05-17,59.718800,60.000000,58.437500,59.097698,3.074243,11332096
2002-05-20,59.437500,59.929699,58.625000,58.900799,3.064001,13613952
2002-05-21,58.149200,58.203098,55.953098,56.541401,3.733618,13363776
2002-05-22,56.250000,57.632801,55.546902,57.321098,3.785104,14410688
2002-05-23,56.406200,57.406200,56.177299,57.078899,3.769110,8140736
2002-05-24,57.520302,59.375000,57.515598,58.977299,3.894469,10284416
2002-05-27,58.593800,58.687500,57.267200,57.659401,3.807443,6664704
2002-05-28,56.640598,57.265598,54.687500,54.852299,3.622082,13650816
2002-05-29,55.156200,56.093800,53.781200,55.278900,3.650251,23807168
2002-05-30,55.000000,55.843800,54.734402,55.516399,3.665934,9202368
2002-05-31,55.015598,55.343800,52.468800,52.844501,3.489500,20842240
2002-06-03,53.593800,53.809399,51.468800,51.806301,3.420944,18538624
2002-06-04,51.250000,52.328098,51.062500,52.113300,3.441216,15530432
2002-06-05,52.734402,54.296902,51.953098,53.625801,3.541091,18752832
2002-06-06,53.906200,54.515598,52.893700,53.287498,3.518753,16529472
2002-06-07,53.109402,53.109402,50.625000,50.676601,3.346346,24562304
2002-06-10,51.546902,53.109402,51.406200,52.760201,3.483933,13117376
2002-06-11,53.984402,55.468800,53.359402,55.271099,3.649735,12606336
2002-06-12,55.156200,55.312500,53.921902,54.341400,3.588345,8385792
2002-06-13,54.687500,57.812500,53.799198,53.946899,3.562295,8296576
2002-06-14,54.062500,54.062500,52.734402,53.003899,3.500025,6837056
2002-06-17,53.671902,53.906200,52.517200,52.728901,3.481866,7399552
2002-06-18,53.515598,53.732800,51.019501,51.270302,3.385550,12398208
2002-06-19,51.484402,51.640598,48.765598,49.229698,3.250802,28586304
2002-06-20,48.937500,51.265598,48.641399,50.770302,3.352533,19308288
2002-06-21,50.625000,50.937500,48.750000,49.048401,3.238830,15790272
2002-06-24,48.826599,50.062500,48.312500,49.767200,3.286294,16730624
2002-06-25,50.000000,50.500000,49.010899,49.872700,3.293262,19218048
2002-06-26,49.635201,49.635201,47.734402,47.902302,3.163150,22264320
2002-06-27,48.314098,50.062500,48.046902,49.693699,3.281442,23312448
2002-06-28,50.015598,51.546902,49.687500,51.326599,3.389268,16048832
2002-07-01,51.484402,52.093800,51.004700,51.746101,3.416969,14512256
2002-07-02,50.796902,51.546902,50.598400,51.075802,3.372706,13116736
2002-07-03,48.437500,53.015598,48.437500,52.844501,3.489500,22469056
2002-07-04,53.109402,53.857800,52.048401,52.314800,3.454522,27465280
2002-07-05,52.500000,53.514099,52.203098,53.348400,3.522774,13281856
2002-07-08,53.921902,54.296902,53.129700,53.484402,3.531754,12091712
2002-07-09,53.125000,53.562500,52.828098,52.997700,3.499616,8230848
2002-07-10,53.890598,54.343800,51.797699,52.032799,3.435900,28673216
2002-07-11,52.343800,52.343800,50.941399,51.588299,3.406548,16388160
2002-07-12,52.031200,52.343800,51.578098,51.887501,3.426306,12506560
2002-07-15,51.720299,51.720299,50.187500,50.753899,3.351450,10746688
2002-07-16,50.863300,51.171902,49.316399,49.457802,3.265865,18874560
2002-07-17,49.531200,50.171902,48.828098,49.818699,3.289696,12559488
2002-07-18,50.937500,51.078098,49.396900,50.155499,3.311936,17940608
2002-07-19,49.453098,49.664101,49.150002,49.461700,3.266123,9080512
2002-07-22,49.062500,49.062500,47.890598,48.222698,3.184307,13645312
2002-07-23,48.281200,50.515598,47.687500,50.307800,3.321993,15590720
2002-07-24,48.596100,49.437500,47.734402,47.919498,3.164285,16755584
2002-07-25,48.984402,49.656200,48.125000,48.478901,3.201224,17850112
2002-07-26,47.656200,47.656200,46.468800,47.126598,3.111927,21304064
2002-07-29,48.359402,48.359402,46.575001,46.967201,3.101402,14372224
2002-07-30,47.890598,49.000000,47.203098,47.480499,3.135297,23268096
2002-07-31,47.500000,48.201599,46.440601,47.536701,3.139008,16422336
2002-08-01,47.517200,48.184399,47.343800,47.768002,3.154282,14724672
2002-08-02,47.046902,47.265598,45.860901,47.071899,3.108315,16472256
2002-08-05,47.734402,48.609402,47.187500,48.358601,3.193281,15340992
2002-08-06,47.562500,49.215599,47.343800,49.029701,3.237596,13529536
2002-08-07,49.703098,49.921902,48.593800,48.754700,3.219436,14757632
2002-08-08,49.184399,49.437500,48.140598,48.314800,3.190388,14596864
2002-08-09,48.562500,49.765598,47.875000,49.462502,3.266175,19344512
2002-08-12,49.640598,50.609402,49.187500,50.453098,3.331588,15442624
2002-08-13,50.515598,50.703098,50.031200,50.481998,3.333497,17406848
2002-08-14,50.156200,50.156200,49.234402,49.319500,3.256732,9324800
2002-08-15,null,null,null,null,null,null
2002-08-16,50.000000,50.375000,49.722698,50.214100,3.315806,9215232
2002-08-19,50.203098,50.687500,50.173401,50.400799,3.328134,9346048
2002-08-20,50.935902,52.312500,50.750000,51.893700,3.426715,14948800
2002-08-21,51.580502,53.437500,51.578098,53.099998,3.506371,20561728
2002-08-22,53.437500,53.734402,52.393700,52.558601,3.470621,18189056
2002-08-23,52.812500,55.387501,52.654701,55.221901,3.646487,40846720
2002-08-26,54.843800,55.156200,53.804699,54.333599,3.587830,16505472
2002-08-27,54.406200,55.515598,53.300800,53.477299,3.531285,33638400
2002-08-28,53.281200,53.888302,52.718800,53.578899,3.537994,14045824
2002-08-29,53.125000,55.062500,52.968800,54.619499,3.606709,22974912
2002-08-30,54.406200,56.934399,54.296902,56.547699,3.734034,23776640
2002-09-02,56.875000,57.171902,55.632801,55.943699,3.694150,16583232
2002-09-03,55.468800,55.628101,54.390598,54.610199,3.606094,15960448
2002-09-04,53.750000,54.968800,53.484402,54.719501,3.613312,15826112
2002-09-05,54.843800,56.390598,54.843800,55.868000,3.689152,29212160
2002-09-06,55.160900,55.656200,54.468800,55.221100,3.646435,19495488
2002-09-09,55.314098,56.718800,54.526600,56.314098,3.718609,13665664
2002-09-10,null,null,null,null,null,null
2002-09-11,56.406200,57.890598,56.285198,57.679699,3.808784,18424832
2002-09-12,57.734402,57.968800,56.671902,56.940601,3.759980,9194816
2002-09-13,55.218800,56.421902,55.218800,55.942200,3.694052,9054400
2002-09-16,55.875000,56.062500,54.921902,55.634399,3.673726,12793344
2002-09-17,55.484402,57.546902,55.484402,57.340599,3.786391,16343680
2002-09-18,56.890598,56.890598,55.579700,55.782001,3.683473,22325824
2002-09-19,55.625000,55.781200,54.406200,54.592201,3.604908,17776768
2002-09-20,53.707001,55.068699,53.317200,54.842999,3.621468,14945600
2002-09-23,54.843800,55.593800,54.238300,54.410198,3.592888,10075200
2002-09-24,53.521099,53.859402,52.734402,53.235199,3.515299,23151104
2002-09-25,52.890598,54.278900,52.582802,54.181999,3.577819,18083200
2002-09-26,54.451599,55.156200,54.004700,54.250801,3.582362,14080768
2002-09-27,54.453098,55.109402,54.375000,54.694500,3.611661,24380928
2002-09-30,54.250801,54.453098,52.890598,53.129700,3.508332,17811776
2002-10-01,52.343800,53.515598,52.343800,53.301601,3.519684,20305856
2002-10-02,null,null,null,null,null,null
2002-10-03,53.109402,54.296902,53.093800,54.187500,3.578183,17386432
2002-10-04,54.062500,55.015598,53.843800,54.679699,3.610685,20877504
2002-10-07,54.343800,54.640598,53.753899,53.948399,3.562394,11835136
2002-10-08,53.311699,55.812500,53.311699,55.493000,3.664389,23855744
2002-10-09,55.937500,56.388302,54.000000,54.297699,3.585460,27169024
2002-10-10,53.906200,57.031200,53.906200,56.793800,3.750285,53240320
2002-10-11,57.984402,59.281200,57.524200,58.769501,3.880748,29495360
2002-10-14,59.376598,60.156200,58.533600,59.689800,3.941518,32976960
2002-10-15,null,null,null,null,null,null
2002-10-16,60.468800,61.187500,58.236698,58.408600,3.856917,31762880
2002-10-17,58.260899,60.078098,58.156200,59.825001,3.950445,27165760
2002-10-18,60.390598,60.937500,59.630501,60.065601,3.966333,24807424
2002-10-21,60.082001,60.453098,59.200001,59.911701,3.956171,20751680
2002-10-22,59.984402,60.375000,59.296902,59.556301,3.932703,20516352
2002-10-23,58.984402,59.707001,58.861698,59.465599,3.926713,21379584
2002-10-24,59.547699,59.843800,58.609402,59.078098,3.901125,18378176
2002-10-25,58.906200,58.984402,58.299198,58.577301,3.868056,21600320
2002-10-28,58.812500,59.109402,58.281200,58.478100,3.861507,10997120
2002-10-29,54.687500,59.421902,54.687500,59.262501,3.913301,20919680
2002-10-30,59.062500,59.639099,58.834400,59.180500,4.952497,14911808
2002-10-31,59.373402,59.996899,58.846100,59.184399,4.952823,16025920
2002-11-01,59.453098,60.859402,59.359402,60.498402,5.062786,21649472
2002-11-04,60.953098,61.562500,60.671902,61.424198,5.140261,9273856
2002-11-05,61.593800,63.640598,61.562500,63.373402,5.303380,38008448
2002-11-06,null,null,null,null,null,null
2002-11-07,62.640598,64.265602,62.109402,62.990601,5.271345,46425408
2002-11-08,62.484402,62.734402,62.032799,62.487499,5.229242,16531072
2002-11-11,62.500000,62.656200,61.218800,61.543800,5.150269,15974272
2002-11-12,60.937500,61.703098,60.750000,61.539799,5.149935,13616768
2002-11-13,61.718800,62.343800,61.640598,61.936699,5.183148,15659136
2002-11-14,62.031200,65.593803,62.031200,64.585899,5.404845,25337472
2002-11-15,65.234398,68.510902,64.921898,67.668701,5.662829,34890752
2002-11-18,67.656197,67.937500,65.650002,66.146103,5.535412,26843520
2002-11-19,null,null,null,null,null,null
2002-11-20,66.093803,69.182800,65.781197,68.865601,5.762991,48803520
2002-11-21,69.531197,70.937500,69.453102,70.610199,5.908987,38811648
2002-11-22,71.406197,73.015602,71.250000,72.171898,6.039679,45236480
2002-11-25,72.343803,72.937500,70.885902,71.285896,5.965534,28018880
2002-11-26,71.171898,71.781197,69.843803,70.089798,5.865438,25737408
2002-11-27,70.312500,71.687500,69.179703,69.481201,5.814507,43630592
2002-11-28,70.546898,71.640602,70.312500,71.386703,5.973969,30912768
2002-11-29,71.093803,71.934402,70.125000,71.209396,5.959131,14942016
2002-12-02,71.503098,72.968803,71.312500,72.710197,6.084726,20982784
2002-12-03,72.573402,72.796898,71.015602,71.271103,5.964295,25946112
2002-12-04,70.687500,71.093803,68.531197,68.840599,5.760898,28163136
2002-12-05,68.906197,70.296898,68.593803,69.302299,5.799536,17811008
2002-12-06,69.140602,71.187500,69.140602,70.832802,5.927615,21993600
2002-12-09,72.171898,74.135902,70.736702,71.214104,5.959525,35882560
2002-12-10,70.703102,70.879700,68.957001,70.334396,5.885908,29067968
2002-12-11,71.093803,73.656197,70.890602,72.996101,6.108650,52629696
2002-12-12,72.968803,75.671898,72.968803,75.435204,6.312767,44435008
2002-12-13,75.781197,75.781197,72.657799,72.840599,6.095638,40310144
2002-12-16,73.453102,73.906197,71.270302,71.407799,5.975735,24214464
2002-12-17,72.109398,72.656197,71.175797,71.449203,5.979198,20880512
2002-12-18,71.485199,72.340599,71.015602,71.443001,5.978681,22098112
2002-12-19,71.640602,71.875000,70.953102,71.481201,5.981875,24480640
2002-12-20,71.968803,72.968803,71.640602,72.132004,6.036338,24981568
2002-12-23,71.859398,72.500000,71.234398,71.876602,6.014965,14198208
2002-12-24,71.875000,73.421898,71.515602,73.289803,6.133228,19044096
2002-12-25,146.580002,146.580002,146.580002,146.580002,12.266489,0
2002-12-26,73.265602,74.765602,73.265602,74.121101,6.202796,16796288
2002-12-27,74.375000,75.140602,74.187500,74.482002,6.232999,13881920
2002-12-30,73.718803,74.375000,73.085899,74.138298,6.204236,12962432
2002-12-31,74.140602,74.934402,73.843803,74.549202,6.238620,14967616
2003-01-01,74.406197,75.390602,74.406197,74.882797,6.266538,15007488
2003-01-02,75.406197,75.625000,73.593803,73.717201,6.168995,18345664
2003-01-03,74.359398,75.385201,74.234398,75.013298,6.277459,34029696
2003-01-06,75.078102,75.750000,74.531197,75.012497,6.277392,26154304
2003-01-07,75.387497,76.140602,74.078102,74.332001,6.220445,26554880
2003-01-08,74.609398,75.281197,74.421898,74.864098,6.264974,19401792
2003-01-09,75.000000,75.218803,74.609398,74.943703,6.271635,13021632
2003-01-10,74.921898,74.921898,68.828102,69.314102,5.800526,69166784
2003-01-13,69.062500,69.218803,66.671898,66.972702,5.604585,37369472
2003-01-14,66.718803,69.882004,66.562500,69.511703,5.817060,34237120
2003-01-15,70.312500,72.343803,69.750000,72.007004,6.025877,47957760
2003-01-16,71.562500,72.714104,70.957001,72.114098,6.034841,22602944
2003-01-17,71.892998,72.915604,71.328102,72.210899,6.042942,28068352
2003-01-20,71.515602,71.878098,70.593803,70.728104,5.918855,11782400
2003-01-21,70.500000,71.078102,69.734398,69.923401,5.851513,12428672
2003-01-22,69.921898,71.111702,69.734398,70.268799,5.880415,13102400
2003-01-23,69.953102,70.120300,68.906197,69.135902,5.785611,11743744
2003-01-24,69.062500,70.296898,68.281998,68.428902,5.726445,34062976
2003-01-27,67.812500,67.859398,66.562500,67.095299,5.614845,16950464
2003-01-28,67.187500,67.960899,66.640602,67.332001,5.634651,19187904
2003-01-29,67.812500,67.889801,65.311699,65.625801,5.491869,20025728
2003-01-30,66.015602,67.312500,65.295303,66.428902,5.559077,24700032
2003-01-31,66.015602,67.573402,65.711700,67.203903,5.623933,13189824
2003-02-03,67.578102,69.140602,67.204697,68.939102,5.769142,17222400
2003-02-04,69.531197,70.229698,68.097702,68.966400,5.771427,15605184
2003-02-05,68.437500,69.140602,67.500000,68.930496,5.768422,15157120
2003-02-06,68.905502,71.078102,68.531197,70.690598,5.915715,17382528
2003-02-07,70.863297,70.863297,69.782799,70.004700,5.858316,13843008
2003-02-10,69.687500,69.921898,66.972702,67.314102,5.633155,19628928
2003-02-11,67.578102,68.212502,66.062500,66.336700,5.551361,25350976
2003-02-12,66.390602,66.781197,64.861702,65.249199,5.460353,29198144
2003-02-13,130.498001,130.498001,130.498001,130.498001,10.920674,0
2003-02-14,65.234398,66.252296,64.375000,64.935204,5.434076,27288256
2003-02-17,65.953102,67.073402,65.781197,66.579697,5.571696,23220288
2003-02-18,66.953102,67.187500,65.765602,66.260902,5.545018,22160640
2003-02-19,66.859398,67.705498,65.818001,66.121902,5.533386,23809024
2003-02-20,65.609398,66.640602,65.156197,66.469498,5.562474,18727744
2003-02-21,66.406197,66.794502,65.727303,65.992996,5.522598,15889088
2003-02-24,66.410202,66.734398,65.640602,65.766403,5.503637,13935808
2003-02-25,65.593803,65.593803,64.304703,64.472702,5.395372,16624128
2003-02-26,64.531197,64.981201,63.609402,63.863300,5.344375,17521216
2003-02-27,63.671902,65.031197,63.468800,64.221100,5.374319,16650688
2003-02-28,64.531197,67.171898,64.218803,66.939796,5.601831,28432704
2003-03-03,67.734398,67.875000,65.664101,65.881203,5.513243,18986752
2003-03-04,65.796898,65.796898,64.626602,64.940598,5.434528,14883456
2003-03-05,64.531197,65.546898,64.031197,65.379700,5.471275,17847552
2003-03-06,65.609398,65.609398,63.906200,64.032799,5.358561,19747584
2003-03-07,63.671902,63.750000,62.343800,62.848400,5.259445,17300736
2003-03-10,62.843800,63.623402,62.265598,63.199200,5.288800,19489920
2003-03-11,62.812500,64.750000,62.515598,64.522697,5.399556,17815680
2003-03-12,64.238297,64.796898,62.687500,62.903900,5.264087,19138176
2003-03-13,63.159401,64.140602,62.691399,63.725800,5.332870,19388480
2003-03-14,127.452003,127.452003,127.452003,127.452003,10.665771,0
2003-03-17,64.382797,64.617203,61.828098,63.095299,5.280104,23996928
2003-03-18,126.191002,126.191002,126.191002,126.191002,10.560244,0
2003-03-19,63.281200,65.685898,63.281200,65.469498,5.478790,26023680
2003-03-20,65.000000,68.750000,64.890602,68.419502,5.725661,28948032
2003-03-21,68.611702,69.452301,67.612503,68.822701,5.759400,20373824
2003-03-24,69.828102,69.828102,68.078102,68.314796,5.716898,19657280
2003-03-25,67.359398,68.437500,66.173401,66.658600,5.578300,22074112
2003-03-26,66.640602,67.593803,66.275002,66.476601,5.563069,18172928
2003-03-27,66.562500,67.312500,65.883598,67.027298,5.609153,14132160
2003-03-28,66.757797,67.031197,66.031197,66.614799,5.574635,11115328
2003-03-31,66.406197,66.406197,62.657799,63.129700,5.282984,20282688
2003-04-01,62.406200,64.906197,62.343800,63.755501,5.335355,15200960
2003-04-02,63.914101,64.764099,63.125000,64.507797,5.398311,16020160
2003-04-03,65.531197,67.572701,65.015602,67.288300,5.630996,27907648
2003-04-04,66.805496,67.425797,65.890602,67.184402,5.622300,18212480
2003-04-07,67.109398,68.732803,66.920303,68.468803,5.729786,14685952
2003-04-08,68.359398,68.359398,65.859398,66.042999,5.526783,15034176
2003-04-09,65.625000,65.781197,64.406197,64.969498,5.436948,15901952
2003-04-10,63.906200,64.843803,47.031200,47.571899,3.981036,97590976
2003-04-11,48.923401,48.923401,37.812500,40.898399,3.422567,140938112
2003-04-14,81.796898,81.796898,81.796898,81.796898,6.845143,0
2003-04-15,42.578098,45.527302,42.578098,44.726601,3.742927,67204416
2003-04-16,45.154701,47.572701,44.765598,47.271900,3.955931,49979968
2003-04-17,45.646099,46.843800,43.921902,46.339802,3.877928,37537920
2003-04-18,92.679703,92.679703,92.679703,92.679703,7.755864,0
2003-04-21,46.875000,47.328098,45.628899,45.799198,3.832688,23898304
2003-04-22,46.250000,46.250000,44.705502,45.662498,3.821248,24204416
2003-04-23,46.093800,46.559399,44.781200,45.015598,3.767113,18975232
2003-04-24,45.316399,46.836700,44.531200,45.292999,3.790327,27225728
2003-04-25,45.000000,45.812500,44.546902,45.550800,3.811901,12559872
2003-04-28,45.296902,45.750000,44.884399,45.185200,3.781305,13646976
2003-04-29,46.843800,46.843800,44.375801,44.669498,3.738149,15073792
2003-04-30,44.640598,44.640598,43.031200,43.603901,3.648976,20064128
2003-05-01,87.207802,87.207802,87.207802,87.207802,7.297952,0
2003-05-02,43.531200,45.764801,43.515598,45.553902,3.812160,22760128
2003-05-05,46.406200,46.687500,45.643700,45.884399,3.839818,20863104
